semester,cgpa,attendance,average_marks,highest_marks,lowest_marks,target
1,7.89,88.59,68.01,81.37,61.08,Moderate
4,6.58,73.64,69.04,75.59,64.29,Moderate
2,8.45,83.35,95.48,100.0,88.65,Low
1,8.01,74.85,76.43,79.67,69.39,Moderate
2,7.51,87.64,69.93,78.37,68.63,Moderate
1,7.22,61.98,76.14,90.43,71.82,Moderate
4,7.16,88.46,82.55,87.08,77.56,Low
4,7.2,82.11,67.34,71.93,65.14,Moderate
4,7.52,87.77,71.99,82.47,63.71,Low
2,7.4,77.37,75.14,85.35,64.37,Moderate
6,10.0,95.53,98.0,100.0,89.62,Low
3,9.51,99.79,98.0,100.0,84.33,Low
8,8.05,85.44,68.48,75.7,61.5,Low
6,6.39,74.49,53.41,64.69,43.36,High
8,7.49,88.89,78.43,85.43,69.28,Moderate
3,9.2,100.0,87.06,93.72,84.08,Low
6,9.49,100.0,98.0,100.0,89.44,Low
7,7.84,73.36,74.86,79.09,60.33,Moderate
6,5.64,100.0,69.29,80.14,58.29,Moderate
1,9.19,75.8,79.37,85.46,72.97,Low
7,7.94,83.53,70.9,82.06,69.54,Moderate
6,10.0,81.53,89.36,97.03,77.9,Low
5,8.43,74.54,68.88,73.82,56.78,Moderate
3,9.67,76.27,90.79,95.42,74.98,Low
4,6.76,69.09,62.1,69.03,58.1,High
7,6.72,66.06,66.88,69.12,58.71,High
5,6.02,78.69,59.88,65.99,53.57,High
1,7.83,80.29,71.78,87.67,66.91,Moderate
6,8.39,65.54,74.42,75.17,63.95,Moderate
2,7.97,88.99,76.98,82.55,69.87,Low
5,7.7,82.92,73.96,77.6,70.97,Moderate
2,8.98,94.85,94.7,100.0,88.65,Low
4,8.12,79.21,86.82,97.16,75.62,Low
8,7.37,78.55,77.03,81.12,72.13,Moderate
8,6.71,80.05,76.96,82.68,65.26,Moderate
5,9.65,60.72,80.65,94.16,70.58,Moderate
3,9.99,92.56,87.99,95.02,84.53,Low
5,7.31,86.73,64.99,73.47,63.77,Moderate
6,8.51,100.0,83.27,86.21,82.4,Low
4,7.19,89.75,73.17,75.63,57.79,Moderate
6,6.4,93.53,64.91,75.65,59.16,Moderate
2,5.19,80.93,60.96,72.84,53.25,High
6,7.0,91.82,67.81,83.01,54.26,Moderate
2,5.99,61.73,62.66,69.46,46.1,High
7,5.27,81.02,68.97,78.38,58.47,High
5,7.82,91.52,65.62,77.39,59.84,Moderate
6,7.28,57.34,61.53,70.51,51.56,High
3,7.93,85.83,77.18,92.06,68.15,Low
7,7.59,95.01,77.77,80.28,66.41,Low
4,7.56,66.99,61.83,78.27,50.86,High
3,7.06,96.07,72.26,74.52,65.54,Low
3,6.81,64.44,66.07,79.17,53.17,High
6,8.74,83.7,83.11,84.01,62.66,Low
2,8.68,100.0,85.78,94.69,81.92,Low
6,6.74,73.08,57.47,62.75,52.58,High
4,8.13,56.09,81.63,87.43,69.64,Moderate
1,5.12,69.04,47.84,58.94,41.65,High
5,8.23,91.1,86.64,93.85,79.78,Low
4,9.9,72.42,95.75,100.0,83.0,Low
4,8.18,70.48,78.2,90.09,76.04,Moderate
7,9.3,75.74,88.92,95.17,74.52,Low
1,8.87,82.87,97.01,100.0,87.88,Low
4,7.87,100.0,87.97,91.71,79.46,Low
3,7.38,79.35,89.9,100.0,78.64,Low
5,9.11,75.69,74.82,84.21,61.03,Low
5,7.3,64.02,82.0,92.97,74.13,Moderate
4,8.2,90.0,78.61,79.21,64.52,Low
2,8.14,85.59,81.43,90.41,76.99,Low
5,7.88,85.25,68.93,77.48,64.84,Moderate
2,6.55,84.08,73.61,83.83,70.9,Moderate
5,10.0,89.14,89.16,98.96,78.41,Low
3,6.44,75.13,49.47,59.12,39.8,High
8,8.87,81.76,94.2,99.26,84.53,Low
2,7.0,56.79,56.68,61.72,49.48,High
6,6.85,80.93,61.85,72.29,49.05,High
4,6.46,80.69,59.33,66.16,48.49,High
6,8.96,85.81,90.28,93.2,89.14,Low
2,7.87,86.39,69.57,71.03,63.0,Moderate
6,5.26,77.81,48.36,51.91,36.16,High
5,9.54,100.0,90.5,98.05,84.76,Low
6,6.23,88.52,70.03,81.41,58.76,Moderate
6,5.19,79.85,69.03,74.26,63.01,Moderate
7,6.1,78.28,66.14,74.68,47.26,High
1,9.76,86.2,98.0,100.0,88.25,Low
2,7.99,78.72,83.5,91.1,71.49,Low
6,6.48,66.12,78.06,86.59,64.68,Moderate
2,5.77,79.55,57.15,62.07,54.5,High
1,5.85,73.15,71.65,85.77,62.74,High
1,6.75,95.89,68.93,75.96,62.98,Moderate
4,8.94,61.99,89.39,100.0,83.53,Low
5,8.04,94.92,91.4,98.45,80.06,Low
5,8.99,75.06,76.26,84.08,69.53,Low
6,6.62,97.81,82.16,90.04,76.22,Low
2,10.0,100.0,97.27,100.0,88.05,Low
1,8.27,67.99,86.67,99.97,80.16,Low
5,7.27,83.79,86.93,87.84,77.41,Low
8,8.63,67.13,87.56,100.0,76.92,Moderate
8,9.92,70.79,95.49,100.0,85.88,Low
1,7.98,74.27,80.68,91.92,66.24,Moderate
2,5.01,76.85,60.62,71.07,53.14,High
6,7.98,86.12,78.0,87.95,69.88,Low
4,7.52,80.22,72.5,76.01,67.46,Moderate
5,7.84,93.4,67.22,78.46,55.88,Moderate
3,7.18,86.59,80.79,86.38,62.95,Moderate
8,6.92,87.0,73.9,80.74,65.64,Moderate
7,8.16,68.48,76.85,87.01,66.17,Moderate
2,7.85,91.7,85.13,100.0,77.66,Low
2,6.0,59.38,61.76,69.73,55.64,High
2,7.06,80.38,72.62,81.74,64.03,Moderate
8,7.47,87.25,68.36,77.69,62.82,Moderate
2,10.0,70.24,98.0,100.0,84.02,Low
1,5.69,85.44,57.07,63.33,42.09,High
3,7.53,96.32,69.64,73.48,61.67,Moderate
3,8.36,100.0,79.66,81.05,68.21,Low
1,7.18,86.36,68.17,73.37,56.35,Moderate
3,8.81,81.63,97.99,100.0,89.46,Low
6,7.7,86.64,75.9,82.93,67.4,Moderate
2,7.6,87.06,80.4,86.02,76.87,Moderate
6,5.92,75.79,75.63,84.53,61.51,Moderate
2,6.99,93.87,73.35,80.97,68.25,Moderate
7,9.37,100.0,80.19,83.66,74.02,Low
5,7.86,91.14,81.73,83.24,74.66,Low
8,5.96,77.67,73.65,76.26,64.33,High
7,9.23,87.56,96.1,100.0,87.77,Low
1,6.85,60.36,80.88,90.99,72.06,Moderate
3,6.81,90.18,67.18,72.79,57.96,Moderate
3,5.49,77.41,77.2,87.92,68.59,Moderate
8,7.14,70.08,63.13,73.92,51.54,High
4,6.5,69.72,75.19,86.77,70.89,High
4,6.18,78.86,59.3,69.82,46.23,High
1,8.39,88.18,78.71,84.62,69.26,Low
8,8.35,78.58,83.34,92.71,77.21,Low
5,8.17,84.57,83.29,88.45,75.84,Low
4,7.62,71.92,75.71,79.33,59.42,Moderate
8,5.88,80.79,53.4,67.77,44.41,High
4,7.77,91.56,76.88,82.51,67.9,Low
8,8.69,92.84,89.99,98.18,85.61,Low
1,7.95,71.15,78.85,89.17,71.29,Moderate
2,10.0,72.04,98.0,99.89,90.94,Low
4,9.95,96.27,98.0,100.0,85.46,Low
6,9.05,61.07,74.22,79.73,63.89,Moderate
6,7.26,75.74,73.19,85.82,65.84,Moderate
7,7.39,81.01,86.1,92.95,78.89,Low
8,6.83,96.55,65.6,68.38,63.42,Moderate
2,9.51,81.59,94.65,100.0,81.1,Low
5,8.21,94.43,80.93,89.09,71.28,Low
3,7.62,83.06,76.46,80.91,62.88,Moderate
2,7.21,76.88,74.67,84.47,68.57,Moderate
8,8.05,100.0,79.64,92.7,70.26,Low
2,7.43,83.87,73.15,83.44,65.29,Moderate
8,10.0,100.0,89.86,98.88,79.62,Low
3,8.22,72.69,69.19,77.4,55.19,Moderate
2,8.65,69.71,84.06,96.78,74.55,Low
7,6.15,70.26,67.71,76.03,57.96,Moderate
4,7.37,93.18,75.1,83.94,68.89,Low
4,6.75,100.0,63.52,64.15,56.93,Moderate
1,6.36,86.4,65.35,74.86,56.55,High
5,6.24,81.69,76.61,89.52,69.3,Moderate
1,5.55,83.45,59.88,61.15,48.36,High
1,6.71,88.81,74.18,84.78,66.05,Moderate
3,5.99,78.01,83.5,95.1,67.77,Moderate
2,8.64,100.0,91.75,99.94,82.39,Low
3,7.92,88.92,72.19,77.69,59.78,Moderate
2,6.66,82.57,74.35,81.07,61.22,Moderate
5,7.29,75.19,57.61,69.49,51.51,High
5,8.36,75.24,83.24,93.35,72.75,Moderate
8,6.46,82.78,84.8,93.13,79.18,Moderate
5,7.43,69.81,69.98,70.73,65.51,Moderate
1,10.0,76.18,88.2,97.51,78.23,Low
5,6.63,87.96,90.93,94.32,84.73,Low
7,8.21,68.67,69.16,78.25,65.47,Moderate
8,8.67,100.0,83.59,88.31,71.1,Low
4,8.28,100.0,90.01,96.56,84.37,Low
3,9.07,86.91,92.62,100.0,90.97,Low
8,6.84,90.59,82.13,90.61,76.03,Moderate
3,9.51,100.0,98.0,100.0,88.23,Low
7,7.15,67.04,60.21,60.73,46.3,High
4,6.89,71.21,62.51,66.87,62.11,High
5,7.98,100.0,90.13,100.0,79.82,Low
3,7.47,75.46,88.72,97.71,73.32,Moderate
3,7.68,77.64,79.44,87.74,74.85,Moderate
5,6.41,73.57,72.48,80.0,63.94,Moderate
4,7.54,75.82,67.65,69.99,59.0,Moderate
8,7.17,65.15,61.2,68.58,57.54,High
4,7.74,68.82,86.4,100.0,74.34,Low
8,9.81,100.0,96.47,100.0,90.57,Low
8,6.77,77.86,70.72,76.09,64.48,Moderate
1,7.31,77.99,74.96,83.82,71.52,Moderate
1,7.87,84.38,87.3,96.79,82.7,Low
8,9.48,85.71,96.81,100.0,91.61,Low
4,6.15,66.3,58.68,69.51,58.13,High
4,6.34,81.08,78.41,82.07,65.78,Moderate
7,8.6,76.97,85.74,99.76,76.0,Low
6,7.88,93.31,82.9,89.16,77.94,Low
2,7.71,62.23,71.36,79.17,63.8,Moderate
8,7.69,94.41,83.86,85.81,69.44,Low
8,8.74,97.78,85.55,92.37,67.73,Low
2,8.41,100.0,98.0,100.0,80.13,Low
5,8.39,100.0,91.77,97.48,82.24,Low
1,5.86,88.07,67.87,78.73,58.55,High
6,9.39,100.0,98.0,100.0,85.32,Low
3,10.0,100.0,96.82,100.0,88.28,Low
7,7.47,67.25,83.45,89.92,74.52,Moderate
6,8.01,91.05,91.63,100.0,82.12,Low
2,8.93,88.28,95.78,97.3,88.12,Low
5,4.67,63.27,56.24,67.24,37.22,High
4,9.06,79.9,87.62,95.52,84.14,Low
5,8.73,90.03,78.2,84.45,69.52,Low
3,7.68,91.42,77.81,92.33,72.01,Low
8,6.81,100.0,73.12,82.21,66.15,Low
2,6.67,79.48,76.86,90.73,66.63,Moderate
5,7.66,63.44,60.95,76.9,55.45,Moderate
4,8.53,75.22,79.54,89.04,73.02,Low
6,6.16,59.32,70.32,82.28,63.44,High
8,8.54,59.38,67.18,78.96,59.87,Moderate
1,6.3,85.62,68.59,80.43,67.15,High
5,4.97,86.2,62.55,63.17,54.72,High
1,6.99,72.42,78.31,84.1,70.82,Moderate
2,6.31,95.66,73.09,80.78,58.55,Moderate
2,8.02,88.44,74.31,87.25,62.6,Moderate
7,7.22,75.45,75.38,76.76,60.84,Moderate
7,9.97,100.0,98.0,100.0,89.88,Low
5,6.3,72.45,72.3,78.13,61.01,Moderate
5,6.61,70.45,71.39,77.97,60.84,High
5,8.47,100.0,89.78,94.58,83.59,Low
2,9.81,100.0,83.38,91.14,81.43,Low
2,7.36,84.81,78.71,89.45,61.66,Moderate
6,7.98,92.67,85.07,89.92,72.43,Low
2,7.44,62.95,62.22,77.41,49.33,High
7,6.99,98.03,70.63,79.6,56.05,Moderate
1,7.4,72.89,70.72,79.27,56.19,Moderate
2,9.08,70.75,81.04,82.73,73.45,Low
8,6.98,100.0,73.5,85.53,63.78,Moderate
7,5.96,74.27,51.46,55.6,45.47,High
8,7.84,83.47,83.42,95.5,74.86,Low
2,9.11,97.4,94.0,99.94,81.78,Low
1,5.65,59.08,59.82,68.52,55.61,High
5,7.28,84.25,67.59,77.65,48.23,Moderate
3,6.82,78.19,73.87,79.16,63.02,Moderate
4,8.77,100.0,98.0,100.0,87.1,Low
7,7.65,90.84,87.12,89.31,80.89,Low
5,5.74,57.94,72.47,76.83,56.76,High
1,7.42,79.6,73.57,79.67,66.18,Moderate
7,9.88,73.25,96.02,100.0,88.23,Low
1,8.05,90.63,91.48,100.0,83.33,Low
7,7.9,90.01,71.79,77.23,59.77,Moderate
8,8.19,96.63,74.72,86.14,63.45,Low
6,7.13,92.65,79.84,87.18,69.84,Low
3,7.02,67.02,58.34,69.89,48.34,High
2,8.11,81.63,85.2,90.83,77.36,Low
2,9.23,95.01,91.62,96.6,84.26,Low
8,9.47,100.0,98.0,100.0,89.24,Low
5,8.2,81.04,72.27,74.94,67.86,Moderate
2,8.36,64.13,72.83,76.73,58.76,Moderate
3,8.8,81.23,70.5,79.51,62.82,Moderate
3,5.92,72.14,73.84,81.36,67.44,High
1,5.98,82.91,75.88,83.58,69.15,Moderate
7,7.02,74.57,62.75,74.91,54.59,High
2,8.71,73.43,77.58,81.2,73.24,Moderate
2,6.5,63.99,64.49,73.49,58.28,High
6,5.83,84.61,56.25,61.64,46.88,High
8,8.36,92.36,84.96,95.22,74.72,Low
2,8.15,99.59,79.81,87.93,71.15,Low
4,8.49,70.9,78.42,87.72,68.21,Moderate
3,9.57,99.67,98.0,100.0,90.84,Low
7,7.54,90.48,81.9,82.47,71.44,Moderate
2,6.05,83.64,57.11,64.87,48.88,High
5,7.3,73.71,54.63,63.12,44.04,High
6,6.82,89.2,77.68,88.06,71.34,Moderate
1,9.51,89.39,95.94,100.0,93.47,Low
1,7.91,97.06,84.45,99.93,77.52,Low
3,9.73,100.0,98.0,100.0,95.0,Low
1,10.0,87.72,95.41,100.0,94.45,Low
2,7.36,86.1,67.05,78.4,58.09,Moderate
6,6.62,74.97,64.34,69.03,56.06,Moderate
3,7.35,98.14,72.2,84.59,54.55,Moderate
4,7.71,75.86,72.79,85.81,64.23,Moderate
1,7.66,87.76,66.13,77.22,45.61,Moderate
8,7.41,72.86,80.35,86.05,70.48,Moderate
8,6.45,74.27,65.93,78.73,58.77,High
8,6.2,65.31,55.77,64.54,43.13,High
5,6.72,53.13,69.21,78.62,61.12,High
4,6.12,78.53,68.32,72.18,61.5,Moderate
1,5.03,52.35,40.34,47.61,29.74,High
4,7.52,79.5,76.73,85.91,71.24,Moderate
7,7.79,78.94,67.97,74.56,58.98,Moderate
7,7.54,85.29,75.25,84.02,72.44,Low
6,6.45,99.12,75.19,85.65,66.92,Moderate
4,7.48,83.69,69.72,74.4,66.25,Moderate
5,6.71,69.97,77.74,85.68,74.68,Moderate
5,7.8,75.86,82.95,90.1,74.9,Low
8,6.14,64.93,63.14,76.98,57.39,High
6,8.64,88.48,76.42,88.31,58.69,Low
2,8.45,81.86,91.75,96.34,84.62,Low
6,7.07,74.09,84.79,90.99,80.51,Moderate
7,5.09,85.09,57.31,62.19,50.28,High
1,7.68,91.74,80.03,91.71,78.13,Low
1,9.3,66.9,82.83,86.39,77.83,Low
7,8.72,92.63,86.88,92.38,78.48,Low
3,8.47,100.0,82.34,95.42,66.79,Low
8,8.02,100.0,72.77,78.54,63.72,Low
5,7.62,76.94,76.79,85.31,69.67,Moderate
8,8.21,72.38,81.39,98.54,69.17,Moderate
3,7.21,89.75,75.08,79.24,70.86,Moderate
6,9.1,93.62,82.13,88.54,66.42,Low
3,6.18,61.34,69.12,81.68,59.59,High
5,7.18,98.11,70.81,76.68,60.07,Moderate
1,9.3,80.88,80.89,86.71,75.67,Low
1,10.0,82.65,84.0,85.68,74.57,Low
8,6.45,71.39,62.02,78.77,53.72,High
7,9.08,100.0,78.05,87.2,65.78,Low
1,9.87,100.0,70.68,71.65,62.62,Low
8,5.3,78.91,65.59,74.2,59.7,High
4,8.88,80.46,97.24,100.0,87.29,Low
4,7.44,63.36,72.18,83.37,68.17,Moderate
6,6.71,88.22,68.39,76.42,59.11,Moderate
5,6.61,66.56,52.92,61.99,45.12,High
7,6.72,84.34,78.92,81.17,64.89,Moderate
5,8.66,64.6,78.79,87.22,71.97,Moderate
8,9.64,90.44,93.06,99.64,87.49,Low
8,8.09,56.19,72.27,78.78,61.07,Moderate
2,7.2,59.58,78.97,89.24,71.84,Moderate
3,8.68,77.14,81.82,90.59,73.32,Low
8,8.52,93.11,87.84,97.7,78.8,Low
4,5.4,59.63,50.46,60.52,46.03,High
5,9.69,95.65,94.68,100.0,84.43,Low
8,8.66,79.33,88.07,92.38,87.0,Low
8,6.22,90.22,53.83,57.69,44.76,High
6,7.1,78.25,61.71,63.64,53.41,Moderate
6,7.08,71.31,74.07,85.26,62.7,Moderate
1,8.79,100.0,82.37,90.92,74.2,Low
7,6.44,74.98,65.55,73.86,55.47,Moderate
4,6.48,78.04,53.99,64.17,41.32,High
3,7.64,68.19,64.97,75.47,57.72,Moderate
8,7.7,72.39,79.73,86.81,74.1,Moderate
3,6.07,86.44,77.17,83.21,60.61,Moderate
4,5.42,89.36,49.94,53.17,39.7,High
8,8.39,60.1,86.9,98.75,72.0,Moderate
3,6.51,72.12,61.46,70.8,46.83,High
4,10.0,51.66,91.65,93.35,78.44,Low
2,6.67,99.24,81.47,89.87,74.79,Moderate
3,8.49,80.61,74.81,81.0,67.86,Low
3,9.14,77.14,88.31,94.55,82.89,Low
6,8.37,77.77,80.33,98.72,68.15,Low
8,5.37,64.57,65.75,66.3,51.99,High
1,7.36,87.93,66.22,75.36,55.04,Moderate
1,9.92,59.41,86.9,95.46,75.47,Low
3,7.64,79.81,62.6,74.11,51.63,Moderate
2,7.91,62.94,74.38,78.05,68.92,Moderate
7,7.35,81.31,73.25,78.13,64.15,Moderate
7,4.0,64.34,35.0,53.25,26.4,High
1,6.64,74.93,74.33,81.15,57.39,Moderate
5,7.06,89.87,82.6,93.02,80.66,Low
3,10.0,100.0,94.98,100.0,84.22,Low
7,10.0,100.0,87.04,92.46,75.36,Low
7,10.0,100.0,88.76,99.04,75.46,Low
7,9.64,100.0,86.71,90.26,77.9,Low
7,7.73,71.89,80.64,88.23,72.61,Low
8,7.05,100.0,66.93,70.05,59.69,Moderate
2,7.98,83.95,70.49,83.66,53.58,Moderate
5,7.59,88.06,79.19,91.08,70.51,Moderate
2,6.92,74.97,86.72,95.66,73.82,Moderate
2,5.76,58.81,48.91,52.35,37.87,High
6,7.98,68.32,72.58,81.54,64.64,Moderate
6,9.18,74.87,92.42,100.0,85.21,Low
1,9.0,100.0,91.46,94.51,76.68,Low
7,10.0,94.59,72.1,77.96,64.15,Low
1,7.4,85.54,81.12,89.66,66.6,Moderate
4,8.14,92.4,66.64,75.59,55.97,Moderate
4,9.33,82.2,93.52,100.0,77.59,Low
2,6.65,88.78,77.16,83.45,60.34,Moderate
2,7.93,87.34,60.61,71.78,57.37,Moderate
1,8.14,93.37,83.75,94.12,74.26,Low
4,7.22,81.12,56.52,65.47,47.63,Moderate
1,8.75,82.16,91.13,100.0,83.97,Low
8,7.03,91.08,64.01,71.03,51.42,Moderate
7,8.95,98.03,88.39,100.0,75.18,Low
4,6.04,63.27,59.23,67.96,46.17,High
7,7.61,62.36,71.01,74.29,59.56,Moderate
3,5.71,81.87,59.89,68.39,56.82,High
3,9.26,100.0,91.26,92.87,81.81,Low
5,7.76,74.47,77.07,89.49,73.09,Moderate
3,9.36,85.84,94.22,97.41,91.47,Low
5,6.67,92.95,68.21,74.01,52.42,Moderate
6,6.54,88.03,66.91,75.34,58.72,Moderate
7,8.86,77.42,86.84,99.1,74.63,Low
2,7.44,98.26,85.53,99.63,80.15,Low
3,8.04,87.34,81.9,86.23,74.02,Moderate
5,9.93,100.0,98.0,100.0,90.13,Low
8,7.48,80.39,72.65,88.13,68.62,Moderate
5,4.9,63.93,47.68,55.26,38.17,High
1,7.24,100.0,95.12,100.0,89.52,Low
2,8.51,86.87,68.63,78.72,58.11,Low
6,8.39,78.38,71.06,83.27,59.29,Moderate
4,6.96,82.63,73.95,85.88,58.84,Moderate
4,7.9,98.97,73.62,82.63,72.38,Low
4,6.76,71.67,46.28,53.11,40.56,High
3,8.55,80.09,84.82,98.39,83.32,Low
4,8.07,98.43,86.88,92.68,70.15,Low
3,9.62,100.0,92.57,99.29,76.73,Low
4,8.38,59.56,71.85,78.01,51.19,Moderate
1,6.77,74.61,76.22,89.79,63.36,High
5,8.69,92.08,91.58,98.78,77.39,Low
1,8.05,73.73,70.25,76.87,50.16,Moderate
2,6.75,77.36,85.36,98.58,79.51,Moderate
8,7.43,89.19,75.43,87.22,65.67,Moderate
3,9.2,86.2,96.32,100.0,83.81,Low
2,7.88,81.63,82.45,90.12,77.43,Moderate
2,6.33,83.5,62.21,68.82,51.47,Moderate
1,8.72,85.04,78.84,89.22,72.9,Low
3,9.2,93.7,93.11,100.0,86.58,Low
7,7.58,75.5,84.79,97.05,77.05,Moderate
3,7.64,100.0,80.46,94.63,62.83,Low
6,8.21,80.48,78.98,88.55,66.17,Moderate
7,7.52,62.16,55.44,60.53,44.18,High
4,8.45,91.81,73.55,79.78,62.72,Low
5,6.37,72.77,55.75,66.67,53.79,High
2,8.26,100.0,88.08,98.18,75.19,Low
5,6.75,100.0,61.19,73.98,46.58,Moderate
6,7.41,87.05,74.24,85.4,65.6,Moderate
8,7.9,66.87,81.84,91.65,67.15,Moderate
6,7.16,94.06,82.78,96.65,77.17,Moderate
6,6.67,89.16,85.72,98.13,73.55,Moderate
8,8.24,97.42,98.0,100.0,84.23,Low
8,8.27,91.1,74.5,80.99,63.16,Low
3,7.29,93.64,73.28,79.74,60.85,Moderate
2,6.71,86.46,85.6,90.76,77.82,Moderate
5,5.54,65.82,67.0,71.39,63.91,High
5,8.59,100.0,89.88,100.0,78.69,Low
5,8.88,75.25,84.33,88.54,73.24,Low
5,9.47,87.93,95.0,100.0,84.07,Low
1,5.75,74.22,75.15,77.88,60.36,High
7,8.98,95.97,87.49,97.65,82.31,Low
4,8.96,95.01,90.91,99.23,78.12,Low
8,9.9,100.0,96.23,100.0,93.35,Low
6,7.93,96.73,74.38,79.68,60.99,Low
6,5.46,76.14,43.78,49.78,33.33,High
7,6.87,96.63,77.9,84.32,71.85,Moderate
6,9.02,92.6,85.59,97.31,75.5,Low
4,8.73,84.59,88.19,96.29,75.06,Low
2,5.36,68.7,46.37,52.25,34.65,High
4,7.65,80.22,76.17,78.18,68.92,Moderate
7,7.46,75.95,72.41,87.51,62.37,Moderate
1,7.0,99.45,76.28,87.0,66.46,Low
1,8.12,100.0,80.99,91.03,70.28,Low
3,7.1,64.52,60.14,73.05,54.5,High
8,7.68,94.37,86.8,90.12,81.7,Low
7,8.49,66.43,72.59,79.11,60.08,Moderate
7,6.14,68.49,66.2,79.22,55.88,High
6,6.61,100.0,67.35,73.01,52.31,Low
1,7.69,84.67,79.88,85.98,79.71,Low
3,6.7,79.68,74.01,78.45,63.01,Moderate
5,7.66,95.9,72.36,80.04,66.08,Low
2,6.61,90.94,69.6,74.19,56.15,Moderate
8,8.23,61.11,81.16,91.11,72.56,Moderate
7,8.77,93.83,84.04,87.81,74.11,Low
2,8.18,65.82,75.7,81.43,63.53,Moderate
5,5.09,85.93,63.14,65.7,54.71,High
7,9.29,83.5,96.9,100.0,84.91,Low
5,7.92,85.24,84.51,100.0,74.73,Low
1,6.72,86.69,78.96,87.16,64.25,Moderate
4,7.0,87.73,73.87,82.08,64.06,Moderate
6,6.73,85.73,71.37,75.27,62.9,Moderate
1,5.95,63.45,65.99,72.99,51.75,High
7,6.17,50.0,65.01,76.79,49.97,High
7,5.04,77.34,45.05,48.54,35.18,High
4,7.94,79.95,91.42,99.85,82.18,Low
7,7.65,90.91,86.1,87.03,78.85,Low
3,7.21,88.16,73.3,83.81,67.47,Moderate
5,9.12,89.89,97.85,100.0,92.66,Low
1,8.92,81.03,84.72,94.09,74.55,Low
4,7.36,100.0,82.56,88.16,68.15,Low
4,7.5,71.09,83.77,87.43,69.95,Moderate
8,8.69,96.68,86.72,87.79,85.89,Low
2,6.34,85.47,71.98,84.15,63.62,Moderate
8,5.85,100.0,71.41,81.46,56.47,Moderate
5,7.45,90.35,77.61,80.2,66.66,Low
5,9.48,100.0,92.34,100.0,83.75,Low
3,9.8,100.0,98.0,100.0,91.36,Low
1,8.08,91.88,75.65,80.04,72.79,Low
4,6.21,67.52,53.78,65.04,41.95,High
1,9.06,100.0,92.13,98.53,87.11,Low
2,7.31,96.66,91.44,100.0,79.46,Low
2,7.05,88.73,76.2,83.63,72.28,Low
3,9.44,86.82,82.51,88.96,71.97,Low
8,6.88,86.28,58.17,63.64,54.18,Moderate
2,8.42,76.78,89.62,98.28,78.64,Low
2,5.77,73.68,48.21,53.69,37.09,High
7,5.34,68.08,62.08,76.26,54.86,High
8,9.3,66.41,97.13,100.0,89.53,Low
4,6.36,84.99,65.84,79.19,62.41,Moderate
8,8.36,72.95,84.26,94.42,75.53,Low
4,7.12,97.16,83.19,89.88,77.25,Low
6,8.92,94.89,98.0,100.0,89.14,Low
2,8.2,76.24,88.07,97.35,75.94,Low
1,6.08,55.57,49.89,61.07,45.13,High
8,6.76,56.9,60.09,70.3,46.21,High
8,10.0,97.0,92.65,100.0,78.08,Low
2,7.14,77.91,93.19,100.0,87.59,Low
8,8.6,79.7,93.15,99.59,85.41,Low
2,5.93,79.85,66.88,77.49,59.94,Moderate
8,7.93,74.6,83.07,84.37,72.85,Moderate
3,7.15,86.96,60.25,73.3,50.48,Moderate
3,7.79,83.27,74.4,86.01,67.91,Moderate
2,6.75,92.71,80.0,87.73,64.05,Moderate
5,8.39,100.0,76.34,86.02,70.01,Low
5,10.0,100.0,98.0,100.0,92.27,Low
8,8.29,85.59,79.6,88.55,67.56,Low
4,7.45,85.4,74.12,76.18,68.35,Moderate
6,5.57,78.08,58.2,60.81,47.55,High
3,5.98,76.06,62.38,70.57,51.85,High
7,6.06,55.65,48.26,49.24,40.3,High
3,8.65,69.62,69.74,75.3,62.43,Moderate
8,6.29,78.9,75.4,85.62,67.13,High
6,7.82,94.63,71.73,81.19,57.65,Moderate
5,7.71,69.98,75.8,89.9,59.12,Moderate
3,9.57,81.62,93.1,100.0,87.31,Low
7,5.58,73.91,56.09,67.03,42.94,High
7,8.59,100.0,98.0,100.0,88.28,Low
8,7.75,67.42,68.82,85.19,57.07,Moderate
5,7.1,59.64,60.99,65.93,58.13,High
7,6.8,94.27,63.13,68.21,55.37,Moderate
1,10.0,96.14,98.0,100.0,90.0,Low
6,5.7,63.49,51.77,62.31,42.02,High
8,10.0,68.58,92.33,100.0,84.52,Low
2,8.78,100.0,86.48,90.65,79.28,Low
5,7.33,79.86,90.62,100.0,80.23,Moderate
6,8.98,77.86,80.61,88.61,65.29,Low
4,7.82,50.0,65.31,71.07,55.42,High
8,8.86,100.0,93.72,100.0,79.87,Low
3,7.29,63.4,81.28,87.12,72.71,Moderate
4,8.34,88.51,69.22,81.75,63.4,Low
2,9.59,82.24,98.0,100.0,95.0,Low
1,8.85,51.39,78.23,91.76,69.89,Moderate
8,9.2,100.0,91.93,99.51,84.79,Low
5,8.0,75.62,75.81,87.35,71.09,Moderate
2,7.77,91.16,73.11,75.29,63.43,Low
1,7.16,68.17,81.7,88.69,74.33,Moderate
7,7.91,67.58,71.17,71.72,63.37,Moderate
6,6.18,86.05,59.99,71.38,49.61,High
1,8.27,79.44,75.2,78.5,74.87,Moderate
5,9.45,75.9,79.21,83.89,66.28,Low
2,8.14,93.83,75.67,85.7,65.93,Low
3,6.62,74.52,74.6,79.23,63.42,High
5,7.89,85.42,77.07,85.15,63.92,Moderate
